Campaign_ID,Campaign_Name,Channel,Campaign_Date,Impressions,Clicks,Spend
1015,HeartAware,YouTube,15/05/2025,NULL,NULL,28874
1016,LungStrong,Facebook,20/03/2025,NULL,NULL,13861
1017,LungStrong,LinkedIn,27/02/2025,NULL,NULL,14623
1018,LungStrong,YouTube,31/10/2025,NULL,NULL,27374
1019,HeartAware,YouTube,12/12/2025,NULL,NULL,12970
1020,CancerCare,YouTube,04/01/2025,NULL,NULL,27848
1021,LungStrong,Facebook,10/03/2025,NULL,NULL,32623
1022,HeartAware,YouTube,07/01/2025,NULL,NULL,13390
1023,Diabetes Plus,Google,27/07/2025,NULL,NULL,32696
1024,LungStrong,Facebook,18/07/2025,NULL,NULL,8186
1025,Diabetes Plus,YouTube,07/11/2025,NULL,NULL,7459
1026,HeartAware,Facebook,11/08/2025,NULL,NULL,11361
1027,LungStrong,Google,06/07/2025,NULL,NULL,31690
1028,HeartAware,Facebook,02/08/2025,NULL,NULL,17694
1029,HeartAware,Facebook,11/02/2025,NULL,NULL,7233
1030,Diabetes Plus,YouTube,28/08/2025,NULL,NULL,34312
1031,LungStrong,Google,14/09/2025,NULL,NULL,27769
1032,LungStrong,YouTube,10/12/2025,NULL,NULL,10553
1033,HeartAware,LinkedIn,07/07/2025,NULL,NULL,8210
1034,LungStrong,YouTube,13/01/2025,NULL,NULL,6099
1035,CancerCare,YouTube,30/01/2025,NULL,NULL,26327
1036,LungStrong,Google,30/08/2025,NULL,NULL,7641
1037,LungStrong,Google,28/11/2025,NULL,NULL,12709
1038,LungStrong,Google,07/09/2025,NULL,NULL,16578
1039,HeartAware,YouTube,07/12/2025,NULL,NULL,25253
1040,HeartAware,Facebook,09/08/2025,NULL,NULL,11544
1041,HeartAware,Google,13/02/2025,NULL,NULL,31229
1042,HeartAware,LinkedIn,13/03/2025,NULL,NULL,21197
1043,LungStrong,Google,10/07/2025,NULL,NULL,19203
1044,Diabetes Plus,YouTube,09/06/2025,NULL,NULL,8653
1045,HeartAware,Google,10/04/2025,NULL,NULL,18029
1046,HeartAware,YouTube,02/12/2025,NULL,NULL,33616
1047,LungStrong,Google,02/11/2025,NULL,NULL,24897
1048,HeartAware,Google,13/08/2025,NULL,NULL,11483
1049,LungStrong,Google,13/02/2025,NULL,NULL,21007
1050,CancerCare,Google,16/10/2025,NULL,NULL,25474
1001,HeartAware,YouTube,15/08/2025,150614,7951,29494
1002,Diabetes Plus,LinkedIn,07/05/2025,99437,4091,25942
1003,CancerCare,YouTube,07/06/2025,204517,2865,28035
1004,Diabetes Plus,Google,14/05/2025,226066,3267,16742
1005,HeartAware,YouTube,20/03/2025,222471,3437,13236
1006,HeartAware,Facebook,27/11/2025,248306,1422,28931
1007,Diabetes Plus,Google,06/03/2025,93027,6707,12923
1008,HeartAware,YouTube,26/04/2025,186724,4693,10385
1009,HeartAware,Google,27/03/2025,115191,2747,12977
1010,LungStrong,Facebook,17/02/2025,56041,3029,23335
1011,LungStrong,YouTube,09/05/2025,180122,3117,14597
1012,Diabetes Plus,LinkedIn,01/10/2025,83078,1978,14651
1013,LungStrong,Google,10/07/2025,94142,1826,9907
1014,LungStrong,YouTube,27/01/2025,151033,7521,28989
1015,LungStrong,Google,10/03/2025,70228,1743,20387
1016,LungStrong,YouTube,28/10/2025,116517,5239,12045
1017,CancerCare,Google,03/07/2025,82035,3427,34286
1018,HeartAware,Facebook,25/10/2025,152959,7453,13694
1019,Diabetes Plus,LinkedIn,19/05/2025,229152,4549,23002
1020,Diabetes Plus,YouTube,06/10/2025,247406,6961,6747
1021,Diabetes Plus,YouTube,08/08/2025,185381,2478,21492
1022,HeartAware,YouTube,20/05/2025,211062,6485,31604
1023,LungStrong,YouTube,16/08/2025,141708,6654,29726
1024,CancerCare,YouTube,06/08/2025,106274,2843,10501
1025,CancerCare,LinkedIn,13/08/2025,135084,2065,34592
1026,LungStrong,Google,16/09/2025,108832,6227,8858
1027,HeartAware,Facebook,27/08/2025,249256,5023,16832
1028,LungStrong,Facebook,28/12/2025,144311,5191,18252
1029,LungStrong,YouTube,05/02/2025,122283,2325,22864
1030,CancerCare,YouTube,29/06/2025,204577,3991,9908
1031,Diabetes Plus,YouTube,26/06/2025,190314,1984,7833
1032,Diabetes Plus,YouTube,29/01/2025,142660,4767,14382
1033,LungStrong,YouTube,21/10/2025,202042,5122,17628
1034,LungStrong,YouTube,11/12/2025,234432,6810,21943
1035,CancerCare,LinkedIn,06/05/2025,124109,5873,22201
1036,LungStrong,YouTube,16/06/2025,242808,1714,25997
1037,LungStrong,Google,25/07/2025,148361,6940,5957
1038,HeartAware,Google,21/12/2025,243428,3922,16922
1039,CancerCare,YouTube,30/08/2025,180138,4191,33251
1040,LungStrong,Google,08/09/2025,135311,5526,19697
1041,Diabetes Plus,Facebook,20/02/2025,142309,3714,21787
1042,LungStrong,LinkedIn,03/03/2025,95492,4786,20467
1043,CancerCare,YouTube,01/04/2025,126114,5745,18277
1044,CancerCare,Google,12/04/2025,84572,2253,17186
1045,LungStrong,YouTube,11/03/2025,244954,1124,25083
1046,LungStrong,YouTube,04/11/2025,106581,2569,9795
1047,Diabetes Plus,Google,11/09/2025,201347,7061,10719
1048,LungStrong,YouTube,22/09/2025,186885,2249,7018
1049,HeartAware,Google,30/11/2025,97936,2718,23747
1050,CancerCare,Google,16/08/2025,140217,1375,29605
1051,HeartAware,YouTube,22/04/2025,174356,1486,33447
1052,HeartAware,YouTube,11/06/2025,181054,2629,12666
1053,HeartAware,YouTube,05/12/2025,215424,2897,32239
1054,LungStrong,Facebook,29/03/2025,171156,1280,5474
1055,HeartAware,Google,30/06/2025,90360,4148,34670
1056,LungStrong,YouTube,11/06/2025,84583,4180,31165
1057,LungStrong,YouTube,01/08/2025,92749,1540,10669
1058,LungStrong,YouTube,05/06/2025,217189,5306,22000
1059,LungStrong,Google,28/10/2025,240339,2140,9851
1060,HeartAware,Facebook,18/12/2025,206908,5664,24180
1061,HeartAware,LinkedIn,14/01/2025,245722,4228,10541
1062,Diabetes Plus,YouTube,11/09/2025,159421,6217,18712
1063,Diabetes Plus,LinkedIn,15/01/2025,191086,7516,7096
1064,HeartAware,Facebook,07/07/2025,73989,7255,33756
1065,LungStrong,YouTube,27/12/2025,151070,2468,9879
1066,Diabetes Plus,Facebook,20/01/2025,68721,3618,31946
1067,Diabetes Plus,LinkedIn,15/07/2025,55609,6269,31280
1068,Diabetes Plus,YouTube,09/07/2025,133583,5589,9334
1069,Diabetes Plus,Google,24/04/2025,201542,6667,18817
1070,Diabetes Plus,YouTube,18/01/2025,163581,3874,32037
1071,LungStrong,YouTube,31/05/2025,224899,6629,8701
1072,Diabetes Plus,YouTube,08/05/2025,76114,6329,20896
1073,CancerCare,Google,28/12/2025,215290,1908,14504
1074,Diabetes Plus,LinkedIn,02/04/2025,103168,7831,5324
1075,Diabetes Plus,YouTube,09/12/2025,68597,7308,22156
1076,Diabetes Plus,YouTube,21/08/2025,230734,5020,22043
1077,Diabetes Plus,Google,17/10/2025,136150,5498,9878
1078,LungStrong,YouTube,07/12/2025,155440,6731,23369
1079,HeartAware,Google,19/08/2025,105720,1346,19730
1080,HeartAware,YouTube,17/10/2025,164549,1116,29437
1081,LungStrong,YouTube,29/11/2025,233069,5563,14953
1082,LungStrong,YouTube,20/04/2025,59435,1625,19530
1083,CancerCare,LinkedIn,28/02/2025,161279,2154,13169
1084,Diabetes Plus,Facebook,29/05/2025,209723,6350,27214
1085,Diabetes Plus,Google,06/02/2025,51568,7096,7076
1086,CancerCare,Facebook,03/02/2025,53488,4967,24266
1087,HeartAware,Facebook,19/01/2025,218032,6339,8352
1088,Diabetes Plus,YouTube,31/08/2025,72300,6330,8560
1089,HeartAware,Google,07/11/2025,96548,7594,25666
1090,LungStrong,YouTube,07/02/2025,168390,5011,11255
1091,Diabetes Plus,YouTube,29/05/2025,197745,7181,32144
1092,LungStrong,YouTube,16/06/2025,227546,5076,25594
1093,HeartAware,YouTube,28/04/2025,197748,7147,27661
1094,HeartAware,YouTube,07/06/2025,126510,1674,31353
1095,Diabetes Plus,YouTube,06/11/2025,207733,2557,21066
1096,Diabetes Plus,YouTube,24/04/2025,118098,1037,18702
1097,HeartAware,YouTube,19/07/2025,143779,5676,8017
1098,LungStrong,YouTube,13/06/2025,229931,4210,14443
1099,HeartAware,YouTube,16/05/2025,63299,6798,34889
1100,CancerCare,YouTube,27/11/2025,59319,6204,5788
1101,LungStrong,YouTube,26/12/2025,124186,1663,28202
1102,LungStrong,Facebook,08/01/2025,135902,5046,25940
1103,LungStrong,Facebook,07/08/2025,248149,4894,9743
1104,Diabetes Plus,YouTube,06/07/2025,192993,1859,15144
1105,LungStrong,LinkedIn,30/11/2025,73794,6039,7233
1106,CancerCare,YouTube,21/07/2025,205695,7165,10633
1107,Diabetes Plus,Google,17/02/2025,195988,4252,26417
1108,LungStrong,LinkedIn,27/09/2025,60054,2703,34601
1109,LungStrong,YouTube,31/01/2025,187141,6679,30794
1110,HeartAware,Google,12/10/2025,218446,1676,31587
1111,CancerCare,YouTube,10/02/2025,183111,2403,31596
1112,LungStrong,YouTube,01/12/2025,72229,2310,17517
1113,LungStrong,YouTube,27/11/2025,94486,2693,25071
1114,Diabetes Plus,YouTube,03/08/2025,103909,7180,22386
1115,Diabetes Plus,Google,19/06/2025,115928,5943,20149
1116,LungStrong,LinkedIn,04/01/2025,234040,5724,30994
1117,CancerCare,Facebook,10/01/2025,225838,1560,11672
1118,CancerCare,YouTube,10/10/2025,109370,3591,28614
1119,LungStrong,YouTube,18/02/2025,92468,7398,7321
1120,CancerCare,YouTube,26/11/2025,231784,1570,15698
1121,LungStrong,Facebook,31/05/2025,241678,6775,19748
1122,HeartAware,Facebook,27/05/2025,64710,4449,10883
1001,HeartAware,Google,11/10/2025,236583,4409,28595
1002,CancerCare,Google,02/02/2025,220787,2435,31697
1003,HeartAware,LinkedIn,05/12/2025,197292,7238,16329
1004,HeartAware,LinkedIn,04/05/2025,65832,5409,12158
1005,HeartAware,YouTube,21/08/2025,246215,5117,31566
1006,LungStrong,YouTube,11/09/2025,64347,4604,29252
1007,HeartAware,YouTube,19/08/2025,198996,6876,9511
1008,LungStrong,Facebook,13/09/2025,234002,7740,5423
1009,Diabetes Plus,YouTube,14/07/2025,207037,7145,27333
1010,LungStrong,Google,18/04/2025,190431,4224,31823
1011,Diabetes Plus,Facebook,14/04/2025,182947,3233,8847
1012,LungStrong,LinkedIn,01/10/2025,200776,3969,6435
1013,LungStrong,YouTube,14/09/2025,165029,1095,26305
1014,HeartAware,Google,18/12/2025,237842,3108,13690
1015,LungStrong,Google,01/09/2025,219396,2536,16939
1016,LungStrong,YouTube,29/06/2025,134662,5072,15634
1017,LungStrong,YouTube,05/05/2025,118589,6044,28571
1018,HeartAware,LinkedIn,23/01/2025,142603,1935,13097
1019,Diabetes Plus,YouTube,12/06/2025,79777,3525,9276
1020,LungStrong,YouTube,15/08/2025,173499,7553,12023
1021,LungStrong,YouTube,12/02/2025,240981,4892,7103
1022,LungStrong,YouTube,24/02/2025,108031,7092,9310
1023,HeartAware,YouTube,08/12/2025,201045,4196,8231
1024,LungStrong,YouTube,06/04/2025,97917,4962,13291
1025,LungStrong,LinkedIn,14/03/2025,143163,3207,5958
1026,HeartAware,YouTube,08/02/2025,115514,1139,34397
1027,HeartAware,YouTube,06/01/2025,233413,4845,17568
1028,LungStrong,YouTube,15/09/2025,148852,5414,33704
1029,LungStrong,YouTube,09/07/2025,238283,5156,27369
1030,Diabetes Plus,Facebook,02/01/2025,198639,1983,11965
1031,Diabetes Plus,YouTube,01/11/2025,207107,2366,8454
1032,HeartAware,Google,09/03/2025,158065,5268,19782
1033,HeartAware,LinkedIn,12/01/2025,122623,1074,14194
1034,HeartAware,YouTube,05/07/2025,235402,6149,16661
1035,CancerCare,Google,12/08/2025,109833,5553,12849
1036,HeartAware,LinkedIn,22/11/2025,216148,1581,8805
1037,LungStrong,YouTube,13/02/2025,109409,4283,18879
1038,HeartAware,YouTube,26/01/2025,218239,2637,24338
1039,CancerCare,Google,16/01/2025,51560,3286,21548
1040,HeartAware,YouTube,13/12/2025,191653,5293,12344
1041,LungStrong,YouTube,06/05/2025,231099,2766,26727
1042,LungStrong,YouTube,25/08/2025,61523,7584,15738
1043,CancerCare,Google,21/03/2025,52378,4553,5140
1044,LungStrong,LinkedIn,12/01/2025,183254,3375,8999
1045,LungStrong,Facebook,11/03/2025,173147,3953,11209
1046,CancerCare,YouTube,29/06/2025,67704,1183,26331
1047,HeartAware,Facebook,26/07/2025,156198,1606,19339
1048,Diabetes Plus,YouTube,26/08/2025,188616,3951,19437
1049,HeartAware,YouTube,13/03/2025,235210,2499,27807
1050,HeartAware,YouTube,06/03/2025,63345,5431,15897
1051,CancerCare,YouTube,12/11/2025,67001,6117,26730
1052,CancerCare,LinkedIn,17/03/2025,220410,4192,21330
1053,Diabetes Plus,YouTube,08/05/2025,110928,5945,22969
1054,LungStrong,YouTube,21/06/2025,172786,3061,6938
1055,LungStrong,YouTube,25/12/2025,214555,7428,26594
1056,HeartAware,Google,29/01/2025,237872,2236,31493
1057,LungStrong,Google,09/10/2025,68439,7301,22660
1058,LungStrong,YouTube,17/08/2025,194616,6736,22806
1059,Diabetes Plus,Google,16/07/2025,154687,7604,7142
1060,Diabetes Plus,YouTube,30/07/2025,176776,4356,21764
1061,HeartAware,YouTube,02/03/2025,52479,4187,18177
1062,Diabetes Plus,YouTube,20/02/2025,219187,6148,24368
1063,LungStrong,YouTube,08/08/2025,100865,3963,21466
1064,LungStrong,Facebook,18/09/2025,133311,7980,14091
1065,HeartAware,YouTube,22/11/2025,221173,1239,10540
1066,Diabetes Plus,Facebook,15/07/2025,207174,1369,13574
1067,CancerCare,LinkedIn,15/11/2025,99191,2804,31908
1068,LungStrong,YouTube,06/09/2025,176079,7316,15739
1069,LungStrong,Google,27/05/2025,67790,6964,34678
1070,LungStrong,Facebook,01/04/2025,80374,6751,21221
1071,Diabetes Plus,YouTube,02/05/2025,161051,6584,8137
1072,LungStrong,Facebook,28/04/2025,116371,6320,25593
1073,HeartAware,YouTube,12/05/2025,172287,5343,22966
1074,LungStrong,Google,19/11/2025,195876,5986,25411
1075,Diabetes Plus,YouTube,20/01/2025,119496,7822,5735
1076,LungStrong,YouTube,12/09/2025,192619,3077,11186
1077,LungStrong,YouTube,03/07/2025,215513,5773,24592
1078,Diabetes Plus,LinkedIn,14/10/2025,234414,1960,27593
1079,LungStrong,Google,02/09/2025,123375,5309,29605
1080,HeartAware,Google,15/04/2025,104199,2736,20997
1081,HeartAware,YouTube,15/03/2025,192765,7168,6232
1082,LungStrong,YouTube,23/11/2025,139887,3976,13324
1083,Diabetes Plus,Facebook,14/04/2025,246989,4749,12130
1084,HeartAware,Facebook,01/05/2025,190039,6576,14421
1085,CancerCare,Google,19/11/2025,247880,5161,31234
1086,HeartAware,YouTube,17/10/2025,138630,2205,10712
1087,LungStrong,LinkedIn,02/12/2025,183754,3683,15131
1088,CancerCare,YouTube,14/09/2025,225250,5709,5345
1089,Diabetes Plus,YouTube,18/11/2025,182120,2486,31044
1090,LungStrong,YouTube,17/10/2025,192253,3520,26239
1091,LungStrong,YouTube,04/09/2025,212943,7070,23851
1092,LungStrong,YouTube,16/10/2025,229919,3382,5787
1093,LungStrong,YouTube,31/01/2025,69234,4292,15338
1094,HeartAware,Google,30/05/2025,135899,1384,21366
1095,Diabetes Plus,Google,09/01/2025,66600,1834,16195
1096,LungStrong,Google,17/07/2025,73739,1143,16150
1097,LungStrong,LinkedIn,28/07/2025,226058,1646,23886
1098,Diabetes Plus,LinkedIn,27/05/2025,107054,7751,12515
1099,HeartAware,Google,17/02/2025,180032,1413,31456
1100,LungStrong,LinkedIn,17/02/2025,223904,1718,12744
1101,Diabetes Plus,Google,15/12/2025,206800,2220,32583
1102,CancerCare,YouTube,09/07/2025,215620,4763,28550
1103,LungStrong,Google,04/02/2025,167931,4104,18557
1104,LungStrong,Facebook,10/12/2025,102650,7278,29071
1105,HeartAware,LinkedIn,08/04/2025,137824,2917,19374
1106,Diabetes Plus,Google,06/08/2025,195600,3446,29782
1107,HeartAware,YouTube,10/02/2025,104460,3719,16697
1108,LungStrong,LinkedIn,03/04/2025,209989,5343,16885
1109,CancerCare,YouTube,19/04/2025,167977,6572,12684
1110,LungStrong,Google,24/05/2025,125941,1140,10617
1111,HeartAware,LinkedIn,09/11/2025,232074,5597,28264
1112,Diabetes Plus,Facebook,17/05/2025,84969,1696,28287
1113,LungStrong,LinkedIn,03/09/2025,232263,2282,28665
1114,LungStrong,YouTube,20/12/2025,62621,6672,18295
1115,HeartAware,Facebook,29/11/2025,101081,3074,13509
1116,LungStrong,Facebook,02/10/2025,210515,1790,26343
1117,Diabetes Plus,LinkedIn,10/04/2025,241991,6062,5504
1118,LungStrong,Google,01/05/2025,130302,6357,11469
1119,Diabetes Plus,Google,05/10/2025,68279,1735,24965
1120,LungStrong,LinkedIn,21/04/2025,70263,5300,31888
1121,Diabetes Plus,YouTube,26/05/2025,164450,4664,31790
1122,HeartAware,Google,26/12/2025,196887,7393,15541
1123,LungStrong,Facebook,14/01/2025,158817,3597,12381
1124,LungStrong,Google,25/02/2025,219191,6360,28877
1125,LungStrong,YouTube,26/03/2025,247510,7628,30227
1126,LungStrong,YouTube,03/05/2025,94215,6477,8163
1127,LungStrong,Google,23/05/2025,80461,4503,30759
1128,LungStrong,YouTube,06/11/2025,76742,2341,21892
1129,HeartAware,Google,14/04/2025,161344,2393,28002
1130,CancerCare,YouTube,28/11/2025,207211,6687,14534
1131,HeartAware,Google,19/10/2025,64794,3540,17707
1132,LungStrong,Google,19/01/2025,72217,6878,25193
1133,LungStrong,YouTube,18/08/2025,155922,5545,22610
1134,LungStrong,YouTube,26/06/2025,106468,6272,16159
1135,HeartAware,YouTube,14/09/2025,217530,2522,21939
1136,HeartAware,YouTube,15/07/2025,201274,1396,13716
1137,LungStrong,LinkedIn,05/01/2025,95463,2618,22629
1138,CancerCare,YouTube,26/04/2025,162630,5398,34311
1139,LungStrong,YouTube,03/09/2025,178623,6239,13601
1140,LungStrong,Google,20/08/2025,210777,4907,18430
1141,LungStrong,YouTube,04/05/2025,107838,4120,14942
1142,CancerCare,YouTube,12/10/2025,248010,7274,22076
1143,LungStrong,Facebook,22/12/2025,173520,3076,32663
1144,LungStrong,YouTube,05/01/2025,93413,1348,26390
1145,HeartAware,YouTube,02/12/2025,193391,5636,27191
1146,HeartAware,Google,20/07/2025,191279,4312,22239
1147,LungStrong,Google,13/04/2025,146571,4691,21707
1148,HeartAware,Facebook,17/09/2025,64766,2732,23924
1149,CancerCare,Google,03/06/2025,145178,1448,26431
1150,HeartAware,Google,07/04/2025,216047,1941,10481
1151,HeartAware,YouTube,03/07/2025,115398,1196,13715
1152,HeartAware,LinkedIn,03/08/2025,214157,7082,10745
1153,CancerCare,LinkedIn,26/05/2025,119900,6450,8601
1154,Diabetes Plus,YouTube,12/06/2025,52743,7563,19073
1155,HeartAware,YouTube,22/08/2025,108322,3081,18811
1156,LungStrong,Google,18/08/2025,204672,6769,16460
1157,LungStrong,Facebook,29/09/2025,240070,7226,11702
