55,2025-02-25,Facebook,5266.00
56,2025-02-26,Google,922.00
57,2025-02-27,LinkedIn,4987.00
58,2025-02-28,LinkedIn,3553.00
59,2025-03-01,LinkedIn,2123.00
60,2025-03-02,LinkedIn,3508.00
61,2025-03-03,LinkedIn,2723.00
62,2025-03-04,Facebook,2992.00
63,2025-03-05,Google,1633.00
64,2025-03-06,LinkedIn,5467.00
65,2025-03-07,LinkedIn,2863.00
66,2025-03-08,LinkedIn,847.00
67,2025-03-09,Facebook,1012.00
68,2025-03-10,LinkedIn,4567.00
69,2025-03-11,LinkedIn,1118.00
70,2025-03-12,LinkedIn,2606.00
71,2025-03-13,LinkedIn,4167.00
72,2025-03-14,Google,3505.00
73,2025-03-15,LinkedIn,4155.00
74,2025-03-16,LinkedIn,3602.00
75,2025-03-17,YouTube,5482.00
76,2025-03-18,LinkedIn,3658.00
77,2025-03-19,LinkedIn,2743.00
78,2025-03-20,LinkedIn,5024.00
79,2025-03-21,Facebook,2186.00
80,2025-03-22,LinkedIn,4287.00
81,2025-03-23,YouTube,4971.00
82,2025-03-24,Google,679.00
83,2025-03-25,Google,3882.00
84,2025-03-26,LinkedIn,1354.00
85,2025-03-27,LinkedIn,2431.00
86,2025-03-28,LinkedIn,2620.00
87,2025-03-29,LinkedIn,1884.00
88,2025-03-30,LinkedIn,4904.00
89,2025-03-31,Google,2378.00
90,2025-04-01,LinkedIn,1398.00
91,2025-04-02,LinkedIn,4696.00
92,2025-04-03,LinkedIn,1725.00
93,2025-04-04,LinkedIn,5180.00
94,2025-04-05,Facebook,3583.00
95,2025-04-06,Facebook,745.00
96,2025-04-07,LinkedIn,1785.00
97,2025-04-08,Google,2271.00
98,2025-04-09,YouTube,4449.00
99,2025-04-10,Google,2885.00
100,2025-04-11,Google,2036.00
101,2025-04-12,Google,4598.00
102,2025-04-13,YouTube,916.00
103,2025-04-14,Google,537.00
104,2025-04-15,YouTube,1348.00
105,2025-04-16,LinkedIn,1408.00
106,2025-04-17,Facebook,907.00
107,2025-04-18,Facebook,3875.00
108,2025-04-19,LinkedIn,2368.00
109,2025-04-20,Google,2539.00
110,2025-04-21,YouTube,564.00
111,2025-04-22,LinkedIn,1409.00
112,2025-04-23,LinkedIn,729.00
113,2025-04-24,Facebook,2913.00
114,2025-04-25,LinkedIn,1464.00
115,2025-04-26,YouTube,1410.00
116,2025-04-27,Google,4864.00
117,2025-04-28,YouTube,3978.00
118,2025-04-29,Facebook,2471.00
119,2025-04-30,LinkedIn,2595.00
120,2025-05-01,LinkedIn,4742.00
121,2025-05-02,Facebook,2035.00
122,2025-05-03,Google,1601.00
123,2025-01-02,YouTube,1221.00
124,2025-01-03,Google,4871.00
125,2025-01-04,LinkedIn,553.00
126,2025-01-05,Facebook,5249.00
127,2025-01-06,LinkedIn,2302.00
128,2025-01-07,YouTube,4277.00
129,2025-01-08,LinkedIn,5144.00
130,2025-01-09,LinkedIn,2804.00
131,2025-01-10,Facebook,2174.00
132,2025-01-11,Google,2227.00
133,2025-01-12,LinkedIn,1375.00
134,2025-01-13,LinkedIn,4024.00
135,2025-01-14,LinkedIn,1037.00
136,2025-01-15,Google,3056.00
137,2025-01-16,Google,1248.00
138,2025-01-17,LinkedIn,4029.00
139,2025-01-18,LinkedIn,3131.00
140,2025-01-19,Google,5051.00
141,2025-01-20,Facebook,1839.00
142,2025-01-21,Google,5441.00
143,2025-01-22,LinkedIn,3121.00
144,2025-01-23,LinkedIn,4773.00
145,2025-01-24,Facebook,1409.00
146,2025-01-25,YouTube,2456.00
147,2025-01-26,LinkedIn,775.00
148,2025-01-27,LinkedIn,2589.00
149,2025-01-28,LinkedIn,5438.00
150,2025-01-29,LinkedIn,2477.00
151,2025-01-30,LinkedIn,4658.00
152,2025-01-31,Facebook,986.00
153,2025-02-01,LinkedIn,3928.00
154,2025-02-02,Facebook,4290.00
155,2025-02-03,Google,1498.00
156,2025-02-04,LinkedIn,3596.00
157,2025-02-05,LinkedIn,1124.00
158,2025-02-06,LinkedIn,4306.00
159,2025-02-07,LinkedIn,2510.00
160,2025-02-08,Google,3798.00
161,2025-02-09,Facebook,3258.00
162,2025-02-10,LinkedIn,4365.00
163,2025-02-11,LinkedIn,3233.00
164,2025-02-12,LinkedIn,3240.00
165,2025-02-13,Google,3644.00
166,2025-02-14,Google,2722.00
167,2025-02-15,LinkedIn,722.00
168,2025-02-16,LinkedIn,2574.00
169,2025-02-17,LinkedIn,2418.00
170,2025-02-18,LinkedIn,3592.00
171,2025-02-19,Facebook,3556.00
172,2025-02-20,LinkedIn,2790.00
173,2025-02-21,Google,4341.00
174,2025-02-22,LinkedIn,5179.00
175,2025-02-23,Google,5411.00
176,2025-02-24,Facebook,5386.00
177,2025-02-25,LinkedIn,2539.00
178,2025-02-26,Google,4508.00
179,2025-02-27,LinkedIn,1370.00
180,2025-02-28,LinkedIn,953.00
181,2025-03-01,LinkedIn,3576.00
182,2025-03-02,Google,1021.00
183,2025-03-03,LinkedIn,4845.00
184,2025-03-04,Google,1709.00
185,2025-03-05,LinkedIn,4621.00
186,2025-03-06,LinkedIn,3083.00
187,2025-03-07,Google,3538.00
188,2025-03-08,LinkedIn,664.00
189,2025-03-09,LinkedIn,3204.00
190,2025-03-10,LinkedIn,2484.00
191,2025-03-11,YouTube,2807.00
192,2025-03-12,Google,3797.00
193,2025-03-13,LinkedIn,2136.00
194,2025-03-14,LinkedIn,672.00
195,2025-03-15,LinkedIn,4557.00
196,2025-03-16,YouTube,1128.00
197,2025-03-17,Google,5166.00
198,2025-03-18,Google,1461.00
199,2025-03-19,LinkedIn,2355.00
200,2025-03-20,LinkedIn,3511.00
201,2025-03-21,Google,2012.00
202,2025-03-22,LinkedIn,3174.00
203,2025-03-23,Facebook,1381.00
204,2025-03-24,LinkedIn,1619.00
205,2025-03-25,LinkedIn,2326.00
206,2025-03-26,YouTube,5076.00
207,2025-03-27,Google,4416.00
208,2025-03-28,LinkedIn,3255.00
209,2025-03-29,Facebook,3264.00
210,2025-03-30,LinkedIn,3184.00
211,2025-03-31,YouTube,3481.00
212,2025-04-01,LinkedIn,936.00
213,2025-04-02,LinkedIn,5344.00
214,2025-04-03,LinkedIn,2114.00
215,2025-04-04,Facebook,4342.00
216,2025-04-05,LinkedIn,4099.00
217,2025-04-06,LinkedIn,1290.00
218,2025-04-07,LinkedIn,1336.00
219,2025-04-08,LinkedIn,5476.00
220,2025-04-09,Google,899.00
221,2025-04-10,Facebook,3851.00
222,2025-04-11,YouTube,2695.00
223,2025-04-12,LinkedIn,5040.00
224,2025-04-13,LinkedIn,1342.00
225,2025-04-14,YouTube,4818.00
226,2025-04-15,YouTube,4104.00
227,2025-04-16,Facebook,2080.00
228,2025-04-17,LinkedIn,3534.00
229,2025-04-18,YouTube,2460.00
230,2025-04-19,LinkedIn,4617.00
231,2025-04-20,YouTube,1381.00
232,2025-04-21,LinkedIn,3529.00
233,2025-04-22,LinkedIn,5159.00
234,2025-04-23,LinkedIn,2295.00
235,2025-04-24,LinkedIn,1458.00
236,2025-04-25,Google,612.00
237,2025-04-26,Google,3967.00
238,2025-04-27,LinkedIn,2147.00
239,2025-04-28,Google,2521.00
240,2025-04-29,Facebook,3460.00
241,2025-04-30,LinkedIn,1776.00
242,2025-05-01,LinkedIn,927.00
243,2025-05-02,Facebook,5270.00
244,2025-05-03,LinkedIn,1054.00
245,2025-01-02,Google,3270.00
246,2025-01-03,LinkedIn,2861.00
247,2025-01-04,YouTube,5352.00
248,2025-01-05,Google,3595.00
249,2025-01-06,Google,5218.00
250,2025-01-07,LinkedIn,1963.00
251,2025-01-08,Google,2747.00
252,2025-01-09,Facebook,5346.00
253,2025-01-10,LinkedIn,1185.00
254,2025-01-11,Facebook,1568.00
255,2025-01-12,Facebook,4133.00
256,2025-01-13,Facebook,5157.00
257,2025-01-14,LinkedIn,4804.00
258,2025-01-15,LinkedIn,3367.00
259,2025-01-16,LinkedIn,2747.00
260,2025-01-17,Facebook,2257.00
261,2025-01-18,LinkedIn,947.00
262,2025-01-19,Google,5055.00
263,2025-01-20,LinkedIn,1159.00
264,2025-01-21,YouTube,4015.00
265,2025-01-22,YouTube,5051.00
266,2025-01-23,LinkedIn,2102.00
267,2025-01-24,LinkedIn,841.00
268,2025-01-25,YouTube,938.00
269,2025-01-26,LinkedIn,5283.00
270,2025-01-27,Facebook,1447.00
271,2025-01-28,LinkedIn,1883.00
272,2025-01-29,Google,4192.00
273,2025-01-30,LinkedIn,2421.00
274,2025-01-31,LinkedIn,3344.00
275,2025-02-01,LinkedIn,4374.00
276,2025-02-02,Google,3275.00
277,2025-02-03,LinkedIn,4172.00
278,2025-02-04,Google,2684.00
279,2025-02-05,LinkedIn,3452.00
280,2025-02-06,Google,5062.00
281,2025-02-07,LinkedIn,3979.00
282,2025-02-08,Google,5006.00
283,2025-02-09,LinkedIn,4789.00
284,2025-02-10,Facebook,1350.00
285,2025-02-11,Google,1625.00
286,2025-02-12,Facebook,1244.00
287,2025-02-13,LinkedIn,2770.00
288,2025-02-14,Google,570.00
289,2025-02-15,Facebook,4814.00
290,2025-02-16,LinkedIn,1990.00
291,2025-02-17,Facebook,1524.00
292,2025-02-18,Facebook,563.00
293,2025-02-19,LinkedIn,4258.00
294,2025-02-20,LinkedIn,1599.00
295,2025-02-21,LinkedIn,3414.00
296,2025-02-22,Google,1789.00
297,2025-02-23,Google,3077.00
298,2025-02-24,LinkedIn,1142.00
299,2025-02-25,LinkedIn,2106.00
300,2025-02-26,Google,4409.00
301,2025-02-27,LinkedIn,1002.00
302,2025-02-28,LinkedIn,3767.00
303,2025-03-01,LinkedIn,769.00
304,2025-03-02,LinkedIn,4439.00
305,2025-03-03,Facebook,5369.00
306,2025-03-04,LinkedIn,3126.00
307,2025-03-05,Google,2827.00
308,2025-03-06,LinkedIn,2471.00
309,2025-03-07,Google,2717.00
310,2025-03-08,LinkedIn,4550.00
311,2025-03-09,Google,5128.00
312,2025-03-10,LinkedIn,1792.00
313,2025-03-11,LinkedIn,4620.00
314,2025-03-12,Facebook,4948.00
315,2025-03-13,Google,2127.00
316,2025-03-14,YouTube,1167.00
317,2025-03-15,LinkedIn,523.00
318,2025-03-16,LinkedIn,3865.00
319,2025-03-17,Facebook,3910.00
320,2025-03-18,LinkedIn,850.00
321,2025-03-19,LinkedIn,3749.00
322,2025-03-20,LinkedIn,2634.00
323,2025-03-21,Facebook,2662.00
324,2025-03-22,Google,3014.00
325,2025-03-23,Facebook,4103.00
326,2025-03-24,Google,3953.00
327,2025-03-25,YouTube,5186.00
328,2025-03-26,LinkedIn,1033.00
329,2025-03-27,Facebook,955.00
330,2025-03-28,Google,1344.00
331,2025-03-29,YouTube,4729.00
332,2025-03-30,LinkedIn,1275.00
333,2025-03-31,Facebook,898.00
334,2025-04-01,Google,2252.00
335,2025-04-02,YouTube,4571.00
336,2025-04-03,LinkedIn,5424.00
337,2025-04-04,LinkedIn,4833.00
338,2025-04-05,LinkedIn,2443.00
339,2025-04-06,Google,3958.00
340,2025-04-07,YouTube,2779.00
341,2025-04-08,Google,3990.00
342,2025-04-09,LinkedIn,2705.00
343,2025-04-10,LinkedIn,1090.00
344,2025-04-11,LinkedIn,4535.00
345,2025-04-12,LinkedIn,2968.00
346,2025-04-13,LinkedIn,695.00
347,2025-04-14,Google,5130.00
348,2025-04-15,LinkedIn,5393.00
349,2025-04-16,LinkedIn,854.00
350,2025-04-17,LinkedIn,3237.00
351,2025-04-18,YouTube,5298.00
352,2025-04-19,LinkedIn,3976.00
353,2025-04-20,LinkedIn,1097.00
354,2025-04-21,LinkedIn,4140.00
355,2025-04-22,LinkedIn,3709.00
356,2025-04-23,LinkedIn,1187.00
357,2025-04-24,LinkedIn,5499.00
358,2025-04-25,LinkedIn,2938.00
359,2025-04-26,YouTube,2998.00
360,2025-04-27,YouTube,2047.00
361,2025-04-28,Facebook,1391.00
362,2025-04-29,Facebook,3296.00
363,2025-04-30,LinkedIn,2484.00
364,2025-05-01,Facebook,948.00
365,2025-05-02,YouTube,3244.00
366,2025-05-03,LinkedIn,3324.00
367,2025-05-04,LinkedIn,1673.00
368,2025-05-05,LinkedIn,4715.00
369,2025-05-06,Google,1024.00
370,2025-05-07,Google,4755.00
371,2025-05-08,Facebook,1890.00
372,2025-05-09,Facebook,3636.00
373,2025-05-10,Facebook,1947.00
374,2025-05-11,Facebook,2178.00
375,2025-05-12,LinkedIn,3586.00
376,2025-05-13,LinkedIn,4609.00
377,2025-05-14,LinkedIn,3581.00
378,2025-05-15,Facebook,2756.00
379,2025-05-16,Facebook,3592.00
380,2025-05-17,LinkedIn,4548.00
381,2025-05-18,Google,2412.00
382,2025-05-19,Facebook,2647.00
383,2025-05-20,Facebook,4974.00
384,2025-05-21,LinkedIn,1954.00
385,2025-05-22,LinkedIn,2818.00
386,2025-05-23,LinkedIn,672.00
387,2025-05-24,LinkedIn,1817.00
388,2025-05-25,YouTube,4565.00
389,2025-05-26,LinkedIn,2266.00
390,2025-05-27,Facebook,2912.00
391,2025-05-28,LinkedIn,2835.00
392,2025-05-29,Google,3493.00
393,2025-05-30,LinkedIn,5337.00
394,2025-05-31,LinkedIn,1910.00
395,2025-06-01,LinkedIn,3028.00
396,2025-06-02,Google,3865.00
397,2025-06-03,LinkedIn,2341.00
398,2025-06-04,LinkedIn,4956.00
399,2025-06-05,Google,5141.00
400,2025-06-06,LinkedIn,756.00
401,2025-06-07,YouTube,548.00
402,2025-06-08,LinkedIn,3193.00
403,2025-06-09,LinkedIn,1591.00
404,2025-06-10,Facebook,2421.00
405,2025-06-11,Google,2257.00
406,2025-06-12,YouTube,602.00
407,2025-06-13,LinkedIn,2347.00
408,2025-06-14,LinkedIn,2538.00
409,2025-06-15,LinkedIn,4180.00
410,2025-06-16,LinkedIn,4600.00
411,2025-06-17,LinkedIn,1491.00
412,2025-06-18,Google,3238.00
413,2025-06-19,LinkedIn,3661.00
414,2025-06-20,LinkedIn,4491.00
415,2025-06-21,LinkedIn,3230.00
416,2025-06-22,Google,3650.00
417,2025-06-23,YouTube,5026.00
418,2025-06-24,LinkedIn,1757.00
419,2025-06-25,YouTube,3659.00
420,2025-06-26,Facebook,5247.00
421,2025-06-27,Facebook,4422.00
422,2025-06-28,Facebook,1474.00
423,2025-06-29,LinkedIn,1561.00
424,2025-06-30,Facebook,1041.00
425,2025-07-01,YouTube,4210.00
426,2025-07-02,Facebook,1360.00
427,2025-07-03,LinkedIn,3714.00
428,2025-07-04,YouTube,3971.00
429,2025-07-05,LinkedIn,2142.00
430,2025-07-06,Facebook,5434.00
431,2025-07-07,LinkedIn,4283.00
432,2025-07-08,LinkedIn,3424.00
433,2025-07-09,LinkedIn,3067.00
434,2025-07-10,LinkedIn,3794.00
435,2025-07-11,LinkedIn,3167.00
436,2025-07-12,LinkedIn,2369.00
437,2025-07-13,LinkedIn,2571.00
438,2025-07-14,YouTube,1272.00
439,2025-07-15,Google,1649.00
440,2025-07-16,Google,4761.00
441,2025-07-17,Google,3690.00
442,2025-07-18,Google,2644.00
443,2025-07-19,YouTube,612.00
444,2025-07-20,LinkedIn,5494.00
445,2025-07-21,LinkedIn,3360.00
446,2025-07-22,LinkedIn,3170.00
447,2025-07-23,Facebook,4013.00
448,2025-07-24,LinkedIn,2261.00
449,2025-07-25,LinkedIn,740.00
450,2025-07-26,YouTube,2132.00
451,2025-07-27,Google,4117.00
452,2025-07-28,LinkedIn,4074.00
453,2025-07-29,Facebook,776.00
454,2025-07-30,LinkedIn,3700.00
455,2025-07-31,LinkedIn,2073.00
456,2025-08-01,LinkedIn,5352.00
457,2025-08-02,LinkedIn,4411.00
458,2025-08-03,Facebook,3043.00
459,2025-08-04,Facebook,3330.00
460,2025-08-05,LinkedIn,605.00
461,2025-08-06,LinkedIn,630.00
462,2025-08-07,LinkedIn,1806.00
463,2025-08-08,Google,1385.00
464,2025-08-09,Google,4292.00
465,2025-08-10,LinkedIn,4807.00
466,2025-08-11,LinkedIn,4248.00
467,2025-08-12,Facebook,4504.00
468,2025-08-13,Google,3716.00
469,2025-08-14,LinkedIn,2070.00
470,2025-08-15,LinkedIn,2387.00
471,2025-08-16,LinkedIn,4737.00
472,2025-08-17,LinkedIn,505.00
473,2025-08-18,LinkedIn,3860.00
474,2025-08-19,Google,4573.00
475,2025-08-20,Facebook,4265.00
476,2025-08-21,LinkedIn,2394.00
477,2025-08-22,Google,1467.00
478,2025-08-23,LinkedIn,1824.00
479,2025-08-24,LinkedIn,919.00
480,2025-08-25,Facebook,2113.00
481,2025-08-26,Facebook,1520.00
482,2025-08-27,Facebook,4413.00
483,2025-08-28,Facebook,3215.00
484,2025-08-29,LinkedIn,3837.00
485,2025-08-30,Facebook,2159.00
486,2025-08-31,Google,4094.00
487,2025-09-01,YouTube,3314.00
488,2025-09-02,LinkedIn,2730.00
489,2025-09-03,LinkedIn,3635.00
490,2025-09-04,Facebook,3433.00
491,2025-09-05,Google,4760.00
492,2025-09-06,Google,1428.00
493,2025-09-07,LinkedIn,2732.00
494,2025-09-08,Google,1572.00
495,2025-09-09,LinkedIn,2496.00
496,2025-09-10,LinkedIn,2890.00
497,2025-09-11,LinkedIn,5219.00
498,2025-09-12,LinkedIn,1973.00
499,2025-09-13,Facebook,1920.00
500,2025-09-14,Google,3647.00
501,2025-09-15,LinkedIn,4381.00
502,2025-09-16,Facebook,1703.00
503,2025-09-17,Google,3038.00
504,2025-09-18,Google,5427.00
505,2025-09-19,LinkedIn,861.00
506,2025-09-20,LinkedIn,2796.00
507,2025-09-21,Facebook,591.00
508,2025-09-22,LinkedIn,4886.00
509,2025-09-23,LinkedIn,1915.00
510,2025-09-24,LinkedIn,3015.00
511,2025-09-25,LinkedIn,3429.00
512,2025-09-26,LinkedIn,3851.00
513,2025-09-27,LinkedIn,1150.00
514,2025-09-28,LinkedIn,2768.00
515,2025-09-29,Facebook,1023.00
516,2025-09-30,LinkedIn,2745.00
517,2025-10-01,Facebook,2607.00
518,2025-10-02,Facebook,2156.00
519,2025-10-03,LinkedIn,1443.00
520,2025-10-04,Facebook,3375.00
521,2025-10-05,LinkedIn,1085.00
522,2025-10-06,LinkedIn,1334.00
523,2025-10-07,Google,4797.00
524,2025-10-08,LinkedIn,3701.00
525,2025-10-09,Google,4758.00
526,2025-10-10,LinkedIn,2763.00
527,2025-10-11,Facebook,2755.00
528,2025-10-12,YouTube,4386.00
529,2025-10-13,Google,4202.00
530,2025-10-14,LinkedIn,3737.00
531,2025-10-15,Google,4447.00
532,2025-10-16,LinkedIn,2672.00
533,2025-10-17,LinkedIn,2472.00
534,2025-10-18,LinkedIn,1569.00
535,2025-10-19,Facebook,2293.00
536,2025-10-20,LinkedIn,2773.00
537,2025-10-21,LinkedIn,1519.00
538,2025-10-22,YouTube,1299.00
539,2025-10-23,LinkedIn,4766.00
540,2025-10-24,LinkedIn,5428.00
541,2025-10-25,LinkedIn,1506.00
542,2025-10-26,Facebook,2235.00
543,2025-10-27,Facebook,1827.00
544,2025-10-28,Google,991.00
545,2025-10-29,LinkedIn,4591.00
546,2025-10-30,LinkedIn,659.00
547,2025-10-31,LinkedIn,4502.00
548,2025-11-01,LinkedIn,4526.00
549,2025-11-02,LinkedIn,1292.00
550,2025-11-03,LinkedIn,630.00
551,2025-11-04,Facebook,2942.00
552,2025-11-05,LinkedIn,4963.00
553,2025-11-06,LinkedIn,563.00
554,2025-11-07,Facebook,4043.00
555,2025-11-08,YouTube,1630.00
556,2025-11-09,LinkedIn,626.00
557,2025-11-10,LinkedIn,1328.00
558,2025-11-11,Facebook,1788.00
559,2025-11-12,YouTube,960.00
560,2025-11-13,LinkedIn,4350.00
561,2025-11-14,Google,4242.00
562,2025-11-15,Google,3683.00
563,2025-11-16,LinkedIn,1371.00
564,2025-11-17,Google,4273.00
565,2025-11-18,LinkedIn,3953.00
566,2025-11-19,Google,1243.00
567,2025-11-20,Google,1768.00
568,2025-11-21,LinkedIn,4548.00
569,2025-11-22,Facebook,4160.00
570,2025-11-23,Google,867.00
571,2025-11-24,YouTube,528.00
572,2025-11-25,LinkedIn,565.00
573,2025-11-26,LinkedIn,529.00
574,2025-11-27,Facebook,3271.00
575,2025-11-28,Facebook,3893.00
576,2025-11-29,LinkedIn,4510.00
577,2025-11-30,LinkedIn,4156.00
578,2025-12-01,LinkedIn,5326.00
579,2025-12-02,LinkedIn,2494.00
580,2025-12-03,Google,3936.00
581,2025-12-04,Google,1910.00
582,2025-12-05,LinkedIn,1869.00
583,2025-12-06,Google,3955.00
584,2025-12-07,YouTube,4582.00
585,2025-12-08,Google,3418.00
586,2025-12-09,Google,5105.00
587,2025-12-10,LinkedIn,4976.00
588,2025-12-11,LinkedIn,4684.00
589,2025-12-12,LinkedIn,4181.00
590,2025-12-13,Facebook,4297.00
591,2025-12-14,Facebook,4117.00
592,2025-12-15,Google,1371.00
593,2025-12-16,LinkedIn,4025.00
594,2025-12-17,Google,2883.00
595,2025-12-18,Facebook,1298.00
596,2025-12-19,LinkedIn,4008.00
597,2025-12-20,Google,4750.00
598,2025-12-21,LinkedIn,5057.00
599,2025-12-22,LinkedIn,4001.00
600,2025-12-23,Facebook,5063.00
601,2025-12-24,Google,2143.00
602,2025-12-25,LinkedIn,2709.00
603,2025-12-26,LinkedIn,4614.00
604,2025-12-27,LinkedIn,913.00
605,2025-12-28,Google,1725.00
606,2025-12-29,LinkedIn,5310.00
607,2025-12-30,LinkedIn,4664.00
608,2025-12-31,LinkedIn,1868.00
609,2026-01-01,LinkedIn,2474.00
610,2025-01-01,Facebook,5066.00
611,2025-01-02,Google,5137.00
612,2025-01-03,Google,4144.00
613,2025-01-04,Google,633.00
614,2025-01-05,LinkedIn,2053.00
615,2025-01-06,LinkedIn,3759.00
616,2025-01-07,LinkedIn,2321.00
617,2025-01-08,Google,4676.00
618,2025-01-09,LinkedIn,5353.00
619,2025-01-10,Google,3320.00
620,2025-01-11,Google,1233.00
621,2025-01-12,LinkedIn,4628.00
622,2025-01-13,Facebook,597.00
623,2025-01-14,Google,5015.00
624,2025-01-15,LinkedIn,3512.00
625,2025-01-16,LinkedIn,1930.00
626,2025-01-17,YouTube,2294.00
627,2025-01-18,LinkedIn,3187.00
628,2025-01-19,Google,2918.00
629,2025-01-20,LinkedIn,2120.00
630,2025-01-21,Google,3461.00
631,2025-01-22,LinkedIn,2907.00
632,2025-01-23,YouTube,820.00
633,2025-01-24,Google,874.00
634,2025-01-25,Google,1386.00
635,2025-01-26,LinkedIn,1636.00
636,2025-01-27,Facebook,521.00
637,2025-01-28,LinkedIn,1607.00
638,2025-01-29,Facebook,1876.00
639,2025-01-30,LinkedIn,998.00
640,2025-01-31,Facebook,1635.00
641,2025-02-01,LinkedIn,2860.00
642,2025-02-02,LinkedIn,1715.00
643,2025-02-03,Facebook,2521.00
644,2025-02-04,Facebook,4490.00
645,2025-02-05,Google,1715.00
646,2025-02-06,Google,1214.00
647,2025-02-07,Facebook,1541.00
648,2025-02-08,LinkedIn,3517.00
649,2025-02-09,LinkedIn,1573.00
650,2025-02-10,LinkedIn,2971.00
651,2025-02-11,LinkedIn,1244.00
652,2025-02-12,Facebook,1408.00
653,2025-02-13,LinkedIn,3214.00
654,2025-02-14,LinkedIn,2127.00
655,2025-02-15,Google,2394.00
656,2025-02-16,Google,1519.00
657,2025-02-17,Google,3995.00
658,2025-02-18,LinkedIn,588.00
659,2025-02-19,LinkedIn,4168.00
660,2025-02-20,Facebook,1108.00
661,2025-02-21,LinkedIn,1705.00
662,2025-02-22,LinkedIn,1120.00
663,2025-02-23,LinkedIn,3959.00
664,2025-02-24,Facebook,4399.00
665,2025-02-25,Google,5417.00
666,2025-02-26,YouTube,1513.00
667,2025-02-27,YouTube,3065.00
668,2025-02-28,YouTube,4380.00
669,2025-03-01,LinkedIn,1307.00
670,2025-03-02,YouTube,4348.00
671,2025-03-03,Facebook,3375.00
672,2025-03-04,YouTube,5050.00
673,2025-03-05,LinkedIn,940.00
674,2025-03-06,LinkedIn,1361.00
675,2025-03-07,LinkedIn,5409.00
676,2025-03-08,YouTube,2361.00
677,2025-03-09,Facebook,4055.00
678,2025-03-10,LinkedIn,1925.00
679,2025-03-11,LinkedIn,811.00
680,2025-03-12,LinkedIn,4639.00
681,2025-03-13,Facebook,4283.00
682,2025-03-14,LinkedIn,4420.00
683,2025-03-15,Google,4402.00
684,2025-03-16,Google,522.00
685,2025-03-17,Google,549.00
686,2025-03-18,LinkedIn,4881.00
687,2025-03-19,YouTube,4114.00
688,2025-03-20,LinkedIn,687.00
689,2025-03-21,Google,5036.00
690,2025-03-22,YouTube,1582.00
691,2025-03-23,LinkedIn,3676.00
692,2025-03-24,Google,5462.00
693,2025-03-25,LinkedIn,2033.00
694,2025-03-26,LinkedIn,858.00
695,2025-03-27,YouTube,931.00
696,2025-03-28,LinkedIn,4792.00
697,2025-03-29,LinkedIn,1915.00
698,2025-03-30,Google,2434.00
699,2025-03-31,LinkedIn,799.00
700,2025-04-01,LinkedIn,4057.00
701,2025-04-02,Google,2052.00
702,2025-04-03,Facebook,5293.00
703,2025-04-04,Facebook,5086.00
704,2025-04-05,LinkedIn,892.00
705,2025-04-06,LinkedIn,5283.00
706,2025-04-07,LinkedIn,5178.00
707,2025-04-08,LinkedIn,2373.00
708,2025-04-09,LinkedIn,837.00
709,2025-04-10,Facebook,3522.00
710,2025-04-11,Google,1434.00
711,2025-04-12,Google,3245.00
712,2025-04-13,Facebook,2716.00
713,2025-04-14,Google,5040.00
714,2025-04-15,YouTube,3567.00
715,2025-04-16,YouTube,3564.00
716,2025-04-17,LinkedIn,3540.00
717,2025-04-18,LinkedIn,3987.00
